customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag
4730-AWNAU,MALE,NO,YES,YES,36,NO,NO PHONE SERVICE,DSL,YES,NO,YES,YES,YES,YES,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),60.7,2234.55,NO,0
3452-FLHYD,MALE,NO,YES,NO,25,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),20.95,495.15,NO,0
2388-LAESQ,FEMALE,YES,YES,NO,72,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),114.85,8317.95,NO,0
9531-NSBMR,FEMALE,NO,NO,NO,36,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),19.25,679.8,NO,0
6260-ONULR,MALE,NO,NO,NO,1,YES,NO,DSL,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,MAILED CHECK,62.8,62.8,NO,0
4389-UEFCZ,FEMALE,NO,YES,NO,72,YES,YES,FIBER OPTIC,YES,NO,YES,NO,YES,YES,TWO YEAR,YES,ELECTRONIC CHECK,105.5,7544.0,NO,0
8711-LOBKY,MALE,NO,YES,YES,59,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,MAILED CHECK,19.85,1188.25,NO,0
9134-CEQMF,MALE,YES,YES,NO,7,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,89.5,676.7,YES,1
8985-OOPOS,FEMALE,NO,NO,NO,1,YES,NO,DSL,NO,NO,YES,YES,YES,YES,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),74.1,74.1,NO,0
8800-ZKRFW,FEMALE,NO,YES,YES,30,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,107.5,3242.5,NO,0
2616-FLVQC,MALE,NO,NO,NO,64,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,MAILED CHECK,19.55,1240.15,NO,0
9968-FFVVH,MALE,NO,NO,NO,63,YES,YES,DSL,YES,YES,YES,YES,NO,NO,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),68.8,4111.35,NO,0
3108-PCCGG,MALE,YES,YES,NO,72,YES,YES,DSL,YES,YES,YES,NO,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),84.45,5899.85,NO,0
7993-PYKOF,MALE,NO,YES,NO,8,YES,NO,FIBER OPTIC,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,75.0,632.95,YES,1
8390-FESFV,FEMALE,NO,NO,NO,62,YES,YES,DSL,NO,YES,YES,YES,YES,YES,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),84.5,5193.2,NO,0
3022-BEXHZ,MALE,NO,YES,YES,67,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,YES,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),111.2,7530.8,NO,0
5027-XWQHA,MALE,NO,NO,NO,6,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,44.75,270.95,YES,1
6248-TKCQV,FEMALE,NO,YES,YES,70,YES,YES,DSL,YES,NO,NO,YES,YES,YES,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),80.6,5460.2,NO,0
6729-GDNGC,FEMALE,YES,NO,NO,20,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),80.7,1614.2,NO,0
6198-ZFIOJ,FEMALE,NO,NO,NO,5,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,75.6,402.5,NO,0
5989-OMNJE,FEMALE,NO,YES,YES,24,NO,NO PHONE SERVICE,DSL,YES,YES,YES,NO,YES,YES,ONE YEAR,NO,ELECTRONIC CHECK,57.6,1367.75,NO,0
4566-QVRRW,FEMALE,NO,YES,NO,11,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,44.05,483.7,YES,1
1291-CUOCY,MALE,NO,YES,NO,72,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),110.6,7962.2,NO,0
9795-SHUHB,FEMALE,NO,YES,YES,66,YES,NO,DSL,YES,YES,NO,YES,NO,NO,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),58.2,3810.8,NO,0
3230-IUALN,FEMALE,NO,YES,YES,45,YES,NO,DSL,YES,NO,YES,YES,YES,YES,TWO YEAR,YES,MAILED CHECK,81.0,3533.6,NO,0
0042-RLHYP,FEMALE,NO,YES,YES,69,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),19.7,1396.9,NO,0
8519-IMDHU,MALE,YES,YES,NO,15,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),85.6,1345.55,YES,1
4945-RVMTE,FEMALE,NO,NO,NO,28,YES,NO,DSL,NO,NO,YES,NO,YES,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),59.55,1646.45,NO,0
0201-OAMXR,FEMALE,NO,NO,NO,70,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),115.55,8127.6,YES,1
1866-NXPSP,FEMALE,NO,NO,NO,36,YES,NO,DSL,YES,YES,YES,YES,NO,YES,ONE YEAR,YES,MAILED CHECK,75.55,2680.15,NO,0
3372-KWFBM,MALE,YES,NO,NO,16,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,86.6,1281.0,YES,1
7831-QGOXH,FEMALE,NO,NO,NO,18,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,85.2,1553.9,YES,1
6393-WRYZE,FEMALE,NO,YES,NO,34,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,97.65,3207.55,YES,1
3941-XTSKM,MALE,NO,YES,YES,42,NO,NO PHONE SERVICE,DSL,NO,YES,YES,NO,NO,YES,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),45.1,2049.05,NO,0
1661-CZBAU,MALE,NO,NO,NO,48,YES,YES,DSL,YES,NO,NO,YES,NO,YES,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),70.95,3629.2,NO,0
6599-RCLCJ,MALE,NO,YES,NO,47,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,109.55,5124.55,YES,1
9831-BPFRI,FEMALE,NO,YES,YES,39,YES,YES,FIBER OPTIC,NO,YES,YES,YES,NO,NO,ONE YEAR,YES,ELECTRONIC CHECK,89.55,3474.45,YES,1
5158-RIVOP,FEMALE,NO,YES,YES,11,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),20.9,202.3,NO,0
9788-YTFGE,MALE,NO,NO,NO,7,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,YES,MAILED CHECK,19.95,147.5,NO,0
9277-JOOMO,FEMALE,NO,NO,NO,3,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,MAILED CHECK,24.6,86.35,NO,0
1907-YLNYW,MALE,NO,NO,NO,8,YES,NO,DSL,YES,NO,YES,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,66.7,579.0,NO,0
1725-MIMXW,MALE,NO,NO,YES,1,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,YES,MAILED CHECK,19.45,19.45,YES,1
8947-YRTDV,MALE,NO,YES,YES,32,YES,NO,FIBER OPTIC,YES,YES,YES,NO,NO,YES,ONE YEAR,NO,MAILED CHECK,94.8,3131.55,NO,0
3161-ONRWK,MALE,NO,YES,YES,60,YES,NO,DSL,YES,YES,YES,YES,NO,NO,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),65.85,3928.3,NO,0
0114-RSRRW,FEMALE,NO,YES,NO,10,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),19.95,187.75,NO,0
4565-NLZBV,FEMALE,NO,YES,NO,71,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),24.65,1710.15,NO,0
0031-PVLZI,FEMALE,NO,YES,YES,4,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,MAILED CHECK,20.35,76.35,YES,1
7206-GZCDC,FEMALE,YES,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,69.25,69.25,YES,1
6682-VCIXC,FEMALE,NO,YES,YES,43,NO,NO PHONE SERVICE,DSL,YES,YES,NO,YES,YES,NO,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),51.25,2151.6,NO,0
4791-QRGMF,MALE,NO,YES,NO,59,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),99.5,5961.1,YES,1
6475-VHUIZ,FEMALE,NO,YES,NO,23,YES,NO,DSL,NO,NO,YES,YES,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,54.25,1221.55,NO,0
3910-MRQOY,FEMALE,NO,YES,NO,72,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),19.4,1496.45,NO,0
0661-WCQNQ,MALE,NO,YES,NO,22,YES,NO,DSL,YES,NO,NO,YES,NO,NO,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),56.25,1292.2,NO,0
7537-RBWEA,FEMALE,NO,NO,NO,1,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,25.15,25.15,NO,0
4656-CAURT,MALE,NO,NO,NO,69,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),23.95,1713.1,NO,0
0121-SNYRK,MALE,NO,NO,NO,50,NO,NO PHONE SERVICE,DSL,YES,NO,NO,YES,NO,NO,ONE YEAR,YES,MAILED CHECK,35.4,1748.9,NO,0
1768-ZAIFU,FEMALE,YES,NO,NO,1,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,25.2,25.2,YES,1
4671-LXRDQ,MALE,NO,NO,NO,2,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,45.0,96.45,YES,1
3733-LSYCE,FEMALE,NO,YES,NO,15,YES,NO,FIBER OPTIC,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),75.35,1114.55,NO,0
6265-FRMTQ,MALE,NO,NO,NO,31,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),20.4,609.1,NO,0
1934-SJVJK,MALE,NO,NO,NO,1,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,MAILED CHECK,20.15,20.15,YES,1
3838-OZURD,MALE,NO,YES,NO,66,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),105.0,7133.25,YES,1
1371-DWPAZ,FEMALE,NO,YES,YES,0,NO,NO PHONE SERVICE,DSL,YES,YES,YES,YES,YES,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),56.05,,NO,0
9269-CQOOL,MALE,NO,NO,YES,3,YES,NO,DSL,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),54.7,169.45,YES,1
2017-CCBLH,FEMALE,NO,NO,NO,8,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,MAILED CHECK,20.0,141.6,NO,0
7690-KPNCU,MALE,NO,YES,YES,64,YES,NO,DSL,YES,NO,YES,NO,YES,YES,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),73.05,4688.65,NO,0
0536-BGFMZ,FEMALE,NO,YES,NO,28,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,MAILED CHECK,20.5,563.05,NO,0
2293-IJWPS,FEMALE,NO,YES,NO,57,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),100.75,5985.0,NO,0
2845-HSJCY,FEMALE,NO,YES,YES,14,YES,YES,FIBER OPTIC,NO,NO,YES,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,87.25,1258.6,YES,1
5469-NUJUR,MALE,NO,NO,NO,19,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,YES,MAILED CHECK,19.95,373.5,NO,0
1184-PJVDB,MALE,NO,YES,NO,10,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,79.95,857.2,YES,1
2625-TRCZQ,FEMALE,NO,YES,NO,51,NO,NO PHONE SERVICE,DSL,NO,YES,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,49.65,2553.35,NO,0
4102-HLENU,FEMALE,NO,YES,NO,67,YES,YES,DSL,YES,YES,YES,NO,NO,NO,TWO YEAR,NO,MAILED CHECK,65.65,4322.85,NO,0
7266-GSSJX,MALE,NO,YES,YES,11,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,20.45,250.8,NO,0
7722-VJRQD,MALE,NO,YES,YES,72,NO,NO PHONE SERVICE,DSL,YES,NO,YES,YES,YES,YES,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),60.95,4549.05,NO,0
7073-QETQY,MALE,NO,YES,YES,66,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,YES,ELECTRONIC CHECK,20.35,1359.5,NO,0
9415-DPEWS,FEMALE,NO,NO,NO,18,YES,YES,FIBER OPTIC,NO,NO,NO,YES,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,88.35,1639.3,YES,1
5624-RYAMH,FEMALE,NO,NO,NO,9,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,19.5,178.85,NO,0
0196-JTUQI,FEMALE,NO,NO,NO,9,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),75.2,633.85,NO,0
7130-YXBRO,MALE,NO,YES,NO,48,YES,YES,FIBER OPTIC,YES,YES,YES,NO,YES,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),111.45,5315.1,NO,0
9272-LSVYH,MALE,NO,NO,NO,10,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,70.15,735.5,NO,0
7943-RQCHR,FEMALE,NO,NO,NO,9,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,94.75,889.9,YES,1
3793-MMFUH,FEMALE,YES,NO,NO,13,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,95.05,1290.0,YES,1
3249-ZPQRG,MALE,NO,NO,NO,4,YES,YES,FIBER OPTIC,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,78.45,330.05,YES,1
2568-BRGYX,MALE,NO,NO,NO,4,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,70.2,237.95,YES,1
3084-DOWLE,FEMALE,NO,YES,NO,72,YES,YES,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),92.0,6474.4,NO,0
1084-MNSMJ,FEMALE,NO,YES,YES,51,YES,NO,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),85.5,4421.95,NO,0
7721-JXEAW,MALE,NO,YES,NO,59,NO,NO PHONE SERVICE,DSL,NO,YES,NO,NO,NO,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),41.05,2452.7,YES,1
7249-WBIYX,MALE,NO,YES,NO,10,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,85.6,813.85,YES,1
4238-HFHSN,MALE,YES,YES,NO,61,YES,YES,FIBER OPTIC,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,82.15,4904.85,NO,0
6250-CGGUN,MALE,NO,NO,NO,54,YES,NO,FIBER OPTIC,YES,NO,YES,YES,NO,NO,ONE YEAR,NO,ELECTRONIC CHECK,84.4,4484.05,NO,0
5478-JJVZK,FEMALE,NO,NO,NO,33,YES,YES,DSL,YES,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,60.9,2033.85,NO,0
7596-IIWYC,FEMALE,NO,NO,NO,27,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),20.25,538.2,NO,0
6567-HOOPW,FEMALE,YES,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,79.2,79.2,YES,1
9793-WECQC,MALE,NO,NO,NO,23,YES,NO,FIBER OPTIC,NO,YES,NO,NO,YES,YES,MONTH-TO-MONTH,NO,MAILED CHECK,95.3,2192.9,NO,0
4291-HPAXL,MALE,NO,NO,YES,1,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,MAILED CHECK,19.85,19.85,NO,0
8999-YPYBV,MALE,NO,YES,YES,45,YES,NO,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,YES,MAILED CHECK,84.35,3858.05,NO,0
1839-FBNFR,FEMALE,NO,YES,YES,39,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),19.85,854.8,NO,0
3164-AALRN,MALE,NO,NO,NO,5,YES,NO,DSL,NO,NO,YES,NO,YES,YES,ONE YEAR,YES,MAILED CHECK,70.0,347.4,YES,1
3071-MVJCD,MALE,NO,YES,YES,72,YES,YES,DSL,YES,YES,YES,YES,YES,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),82.3,5815.15,NO,0
1697-BCSHV,FEMALE,NO,YES,YES,58,YES,YES,DSL,NO,YES,NO,NO,YES,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),66.8,3970.4,NO,0
0562-KBDVM,FEMALE,NO,NO,NO,70,NO,NO PHONE SERVICE,DSL,YES,YES,YES,YES,NO,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),44.6,3058.15,NO,0
1131-SUEKT,MALE,NO,YES,YES,61,YES,NO,FIBER OPTIC,NO,YES,NO,YES,YES,YES,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),98.45,6145.2,NO,0
3717-OEAUQ,MALE,NO,NO,NO,2,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,70.7,129.2,NO,0
4538-WNTMJ,FEMALE,NO,YES,YES,46,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,NO,MAILED CHECK,24.95,1165.9,NO,0
3334-CTHOL,FEMALE,NO,NO,NO,1,YES,YES,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),49.95,49.95,YES,1
4704-ERYFC,FEMALE,NO,YES,NO,22,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,69.25,1554.0,YES,1
9432-RUVSL,FEMALE,NO,NO,NO,48,YES,NO,FIBER OPTIC,YES,NO,YES,YES,YES,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),102.5,4904.25,NO,0
8060-HIWJJ,MALE,NO,NO,NO,64,YES,YES,DSL,NO,YES,YES,YES,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),86.55,5632.55,NO,0
7684-XSZIY,MALE,NO,YES,YES,72,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),24.3,1643.25,NO,0
9089-UOWJG,FEMALE,NO,YES,YES,12,YES,NO,DSL,NO,NO,YES,NO,YES,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),58.35,740.55,NO,0
8621-MNIHH,FEMALE,YES,YES,NO,34,YES,YES,FIBER OPTIC,NO,YES,YES,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,94.25,3217.55,YES,1
8039-ACLPL,FEMALE,NO,YES,YES,72,YES,NO,DSL,YES,YES,YES,NO,NO,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),68.75,4888.2,NO,0
9885-AIBVB,MALE,NO,YES,NO,29,YES,YES,FIBER OPTIC,NO,YES,YES,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,85.8,2440.25,NO,0
1934-MKPXS,MALE,NO,YES,YES,33,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),20.1,620.55,NO,0
2592-YKDIF,FEMALE,NO,NO,NO,1,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,MAILED CHECK,20.35,20.35,NO,0
2272-JKMSI,FEMALE,NO,YES,YES,62,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,YES,ONE YEAR,YES,ELECTRONIC CHECK,110.8,6840.95,NO,0
0471-LVHGK,MALE,NO,YES,NO,41,YES,YES,DSL,NO,NO,YES,NO,YES,YES,ONE YEAR,YES,ELECTRONIC CHECK,73.0,3001.2,YES,1
9518-RWHZL,FEMALE,NO,NO,NO,64,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),100.05,6254.2,YES,1
8714-CTZJW,FEMALE,NO,NO,NO,4,YES,NO,FIBER OPTIC,NO,NO,YES,NO,NO,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),82.85,319.6,NO,0
3569-EDBPQ,FEMALE,NO,NO,NO,24,YES,YES,FIBER OPTIC,YES,NO,NO,YES,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,84.35,1938.05,NO,0
3131-NWVFJ,FEMALE,NO,YES,YES,14,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,NO,MAILED CHECK,19.55,294.5,NO,0
